_:ex6_541,Department1-University0-GraduateStudent62
_:ex6_537,Department1-University0-GraduateStudent60
_:ex6_529,Department1-University0-GraduateStudent56
_:ex6_525,Department1-University0-GraduateStudent53
_:ex6_523,Department1-University0-GraduateStudent52
_:ex6_521,Department1-University0-GraduateStudent51
_:ex6_511,Department1-University0-GraduateStudent46
_:ex6_504,Department1-University0-GraduateStudent42
_:ex6_502,Department1-University0-GraduateStudent41
_:ex6_498,Department1-University0-GraduateStudent38
_:ex6_496,Department1-University0-GraduateStudent37
_:ex6_488,Department1-University0-GraduateStudent33
_:ex6_486,Department1-University0-GraduateStudent32
_:ex6_480,Department1-University0-GraduateStudent29
_:ex6_474,Department1-University0-GraduateStudent25
_:ex6_467,Department1-University0-GraduateStudent21
_:ex6_463,Department1-University0-GraduateStudent19
_:ex6_461,Department1-University0-GraduateStudent18
_:ex6_453,Department1-University0-GraduateStudent14
_:ex6_447,Department1-University0-GraduateStudent11
_:ex6_431,Department1-University0-GraduateStudent2
_:ex6_429,Department1-University0-GraduateStudent1
_:ex6_352,Department0-University0-GraduateStudent137
_:ex6_348,Department0-University0-GraduateStudent135
_:ex6_342,Department0-University0-GraduateStudent132
_:ex6_340,Department0-University0-GraduateStudent131
_:ex6_334,Department0-University0-GraduateStudent128
_:ex6_322,Department0-University0-GraduateStudent122
_:ex6_320,Department0-University0-GraduateStudent121
_:ex6_312,Department0-University0-GraduateStudent117
_:ex6_303,Department0-University0-GraduateStudent112
_:ex6_289,Department0-University0-GraduateStudent105
_:ex6_287,Department0-University0-GraduateStudent104
_:ex6_276,Department0-University0-GraduateStudent98
_:ex6_266,Department0-University0-GraduateStudent92
_:ex6_264,Department0-University0-GraduateStudent91
_:ex6_258,Department0-University0-GraduateStudent88
_:ex6_252,Department0-University0-GraduateStudent85
_:ex6_242,Department0-University0-GraduateStudent80
_:ex6_233,Department0-University0-GraduateStudent75
_:ex6_229,Department0-University0-GraduateStudent73
_:ex6_223,Department0-University0-GraduateStudent70
_:ex6_219,Department0-University0-GraduateStudent68
_:ex6_211,Department0-University0-GraduateStudent64
_:ex6_207,Department0-University0-GraduateStudent62
_:ex6_195,Department0-University0-GraduateStudent56
_:ex6_193,Department0-University0-GraduateStudent55
_:ex6_167,Department0-University0-GraduateStudent42
_:ex6_163,Department0-University0-GraduateStudent39
_:ex6_161,Department0-University0-GraduateStudent38
_:ex6_156,Department0-University0-GraduateStudent35
_:ex6_145,Department0-University0-GraduateStudent29
_:ex6_137,Department0-University0-GraduateStudent25
_:ex6_129,Department0-University0-GraduateStudent21
_:ex6_112,Department0-University0-GraduateStudent12
_:ex6_110,Department0-University0-GraduateStudent11
_:ex6_108,Department0-University0-GraduateStudent10
_:ex6_104,Department0-University0-GraduateStudent8
_:ex6_101,Department0-University0-GraduateStudent6
_:ex6_95,Department0-University0-GraduateStudent3
_:ex6_89,Department0-University0-GraduateStudent0
_:ex6_4743,Department9-University0-GraduateStudent111
_:ex6_4740,Department9-University0-GraduateStudent108
_:ex6_4737,Department9-University0-GraduateStudent105
_:ex6_4736,Department9-University0-GraduateStudent103
_:ex6_4732,Department9-University0-GraduateStudent99
_:ex6_4727,Department9-University0-GraduateStudent93
_:ex6_4726,Department9-University0-GraduateStudent91
_:ex6_4724,Department9-University0-GraduateStudent89
_:ex6_4721,Department9-University0-GraduateStudent83
_:ex6_4719,Department9-University0-GraduateStudent81
_:ex6_4716,Department9-University0-GraduateStudent77
_:ex6_4712,Department9-University0-GraduateStudent72
_:ex6_4708,Department9-University0-GraduateStudent68
_:ex6_4707,Department9-University0-GraduateStudent67
_:ex6_4706,Department9-University0-GraduateStudent64
_:ex6_4703,Department9-University0-GraduateStudent61
_:ex6_4702,Department9-University0-GraduateStudent60
_:ex6_4695,Department9-University0-GraduateStudent53
_:ex6_4689,Department9-University0-GraduateStudent44
_:ex6_4687,Department9-University0-GraduateStudent40
_:ex6_4681,Department9-University0-GraduateStudent33
_:ex6_4680,Department9-University0-GraduateStudent32
_:ex6_4679,Department9-University0-GraduateStudent31
_:ex6_4678,Department9-University0-GraduateStudent30
_:ex6_4676,Department9-University0-GraduateStudent27
_:ex6_4675,Department9-University0-GraduateStudent26
_:ex6_4674,Department9-University0-GraduateStudent25
_:ex6_4671,Department9-University0-GraduateStudent22
_:ex6_4667,Department9-University0-GraduateStudent18
_:ex6_4660,Department9-University0-GraduateStudent9
_:ex6_4659,Department9-University0-GraduateStudent8
_:ex6_4658,Department9-University0-GraduateStudent7
_:ex6_4648,Department8-University0-GraduateStudent142
_:ex6_4647,Department8-University0-GraduateStudent141
_:ex6_4645,Department8-University0-GraduateStudent138
_:ex6_4644,Department8-University0-GraduateStudent137
_:ex6_4642,Department8-University0-GraduateStudent135
_:ex6_4639,Department8-University0-GraduateStudent132
_:ex6_4636,Department8-University0-GraduateStudent127
_:ex6_4635,Department8-University0-GraduateStudent124
_:ex6_4634,Department8-University0-GraduateStudent123
_:ex6_4633,Department8-University0-GraduateStudent120
_:ex6_4631,Department8-University0-GraduateStudent118
_:ex6_4626,Department8-University0-GraduateStudent111
_:ex6_4625,Department8-University0-GraduateStudent109
_:ex6_4624,Department8-University0-GraduateStudent108
_:ex6_4622,Department8-University0-GraduateStudent106
_:ex6_4621,Department8-University0-GraduateStudent105
_:ex6_4618,Department8-University0-GraduateStudent103
_:ex6_4616,Department8-University0-GraduateStudent101
_:ex6_4615,Department8-University0-GraduateStudent100
_:ex6_4613,Department8-University0-GraduateStudent99
_:ex6_4612,Department8-University0-GraduateStudent98
_:ex6_4608,Department8-University0-GraduateStudent94
_:ex6_4607,Department8-University0-GraduateStudent93
_:ex6_4604,Department8-University0-GraduateStudent90
_:ex6_4603,Department8-University0-GraduateStudent89
_:ex6_4596,Department8-University0-GraduateStudent82
