University116,Department4-University0-AssociateProfessor3
University477,Department4-University0-AssociateProfessor2
University741,Department4-University0-AssociateProfessor1
University452,Department4-University0-AssociateProfessor0
University894,Department4-University0-FullProfessor6
University799,Department4-University0-FullProfessor5
University874,Department4-University0-FullProfessor4
University930,Department4-University0-FullProfessor3
University745,Department4-University0-FullProfessor2
University288,Department4-University0-FullProfessor1
University693,Department4-University0-FullProfessor0
University591,Department3-University0-Lecturer5
University723,Department3-University0-Lecturer4
University558,Department3-University0-Lecturer3
University194,Department3-University0-Lecturer2
University532,Department3-University0-Lecturer1
University763,Department3-University0-Lecturer0
University594,Department3-University0-AssistantProfessor9
University613,Department3-University0-AssistantProfessor8
University726,Department3-University0-AssistantProfessor7
University860,Department3-University0-AssistantProfessor6
University856,Department3-University0-AssistantProfessor5
University917,Department3-University0-AssistantProfessor4
University244,Department3-University0-AssistantProfessor3
University535,Department3-University0-AssistantProfessor2
University49,Department3-University0-AssistantProfessor1
University541,Department3-University0-AssistantProfessor0
University572,Department3-University0-AssociateProfessor11
University958,Department3-University0-AssociateProfessor10
University47,Department3-University0-AssociateProfessor9
University168,Department3-University0-AssociateProfessor8
University392,Department3-University0-AssociateProfessor7
University595,Department3-University0-AssociateProfessor6
University760,Department3-University0-AssociateProfessor5
University121,Department3-University0-AssociateProfessor4
University728,Department3-University0-AssociateProfessor3
University222,Department3-University0-AssociateProfessor2
University724,Department3-University0-AssociateProfessor1
University566,Department3-University0-AssociateProfessor0
University389,Department3-University0-FullProfessor8
University395,Department3-University0-FullProfessor7
University228,Department3-University0-FullProfessor6
University742,Department3-University0-FullProfessor5
University459,Department3-University0-FullProfessor4
University664,Department3-University0-FullProfessor3
University13,Department3-University0-FullProfessor2
University967,Department3-University0-FullProfessor1
University760,Department3-University0-FullProfessor0
University937,Department2-University0-Lecturer6
University522,Department2-University0-Lecturer5
University278,Department2-University0-Lecturer4
University762,Department2-University0-Lecturer3
University211,Department2-University0-Lecturer2
University504,Department2-University0-Lecturer1
University325,Department2-University0-Lecturer0
University153,Department2-University0-AssistantProfessor7
University106,Department2-University0-AssistantProfessor6
University361,Department2-University0-AssistantProfessor5
University412,Department2-University0-AssistantProfessor4
University404,Department2-University0-AssistantProfessor3
University948,Department2-University0-AssistantProfessor2
University98,Department2-University0-AssistantProfessor1
University732,Department2-University0-AssistantProfessor0
University728,Department2-University0-AssociateProfessor11
University499,Department2-University0-AssociateProfessor10
University82,Department2-University0-AssociateProfessor9
University585,Department2-University0-AssociateProfessor8
University382,Department2-University0-AssociateProfessor7
University466,Department2-University0-AssociateProfessor6
University848,Department2-University0-AssociateProfessor5
University163,Department2-University0-AssociateProfessor4
University963,Department2-University0-AssociateProfessor3
University367,Department2-University0-AssociateProfessor2
University338,Department2-University0-AssociateProfessor1
University399,Department2-University0-AssociateProfessor0
University249,Department2-University0-FullProfessor6
University95,Department2-University0-FullProfessor5
University721,Department2-University0-FullProfessor4
University749,Department2-University0-FullProfessor3
University434,Department2-University0-FullProfessor2
University803,Department2-University0-FullProfessor1
University272,Department2-University0-FullProfessor0
University914,Department14-University0-Lecturer5
University282,Department14-University0-Lecturer4
University847,Department14-University0-Lecturer3
University341,Department14-University0-Lecturer2
