_:ex10244_80942,_:ex10247_80942,_:ex10248_80942,_:ex10249_80942
_:ex10244_80894,_:ex10247_80894,_:ex10248_80894,_:ex10249_80894
_:ex10244_80858,_:ex10247_80858,_:ex10248_80858,_:ex10249_80858
_:ex10244_80798,_:ex10247_80798,_:ex10248_80798,_:ex10249_80798
_:ex10244_80703,_:ex10247_80703,_:ex10248_80703,_:ex10249_80703
_:ex10244_80678,_:ex10247_80678,_:ex10248_80678,_:ex10249_80678
_:ex10244_80618,_:ex10247_80618,_:ex10248_80618,_:ex10249_80618
_:ex10244_80527,_:ex10247_80527,_:ex10248_80527,_:ex10249_80527
_:ex10244_80426,_:ex10247_80426,_:ex10248_80426,_:ex10249_80426
_:ex10244_80367,_:ex10247_80367,_:ex10248_80367,_:ex10249_80367
_:ex9650_19952,_:ex9653_19952,_:ex9654_19952,_:ex9655_19952
_:ex10244_79856,_:ex10247_79856,_:ex10248_79856,_:ex10249_79856
_:ex10244_79721,_:ex10247_79721,_:ex10248_79721,_:ex10249_79721
_:ex10244_79570,_:ex10247_79570,_:ex10248_79570,_:ex10249_79570
_:ex10244_79393,_:ex10247_79393,_:ex10248_79393,_:ex10249_79393
_:ex10244_79200,_:ex10247_79200,_:ex10248_79200,_:ex10249_79200
_:ex10244_79017,_:ex10247_79017,_:ex10248_79017,_:ex10249_79017
_:ex10244_78832,_:ex10247_78832,_:ex10248_78832,_:ex10249_78832
_:ex10244_78701,_:ex10247_78701,_:ex10248_78701,_:ex10249_78701
_:ex10244_78385,_:ex10247_78385,_:ex10248_78385,_:ex10249_78385
_:ex10244_78199,_:ex10247_78199,_:ex10248_78199,_:ex10249_78199
_:ex10244_78013,_:ex10247_78013,_:ex10248_78013,_:ex10249_78013
_:ex10244_77821,_:ex10247_77821,_:ex10248_77821,_:ex10249_77821
_:ex10244_77625,_:ex10247_77625,_:ex10248_77625,_:ex10249_77625
_:ex10244_77434,_:ex10247_77434,_:ex10248_77434,_:ex10249_77434
_:ex10244_77238,_:ex10247_77238,_:ex10248_77238,_:ex10249_77238
_:ex10244_77064,_:ex10247_77064,_:ex10248_77064,_:ex10249_77064
_:ex10244_76882,_:ex10247_76882,_:ex10248_76882,_:ex10249_76882
_:ex10244_76695,_:ex10247_76695,_:ex10248_76695,_:ex10249_76695
_:ex10244_76510,_:ex10247_76510,_:ex10248_76510,_:ex10249_76510
_:ex10244_76321,_:ex10247_76321,_:ex10248_76321,_:ex10249_76321
_:ex10244_76135,_:ex10247_76135,_:ex10248_76135,_:ex10249_76135
_:ex10244_75940,_:ex10247_75940,_:ex10248_75940,_:ex10249_75940
_:ex10244_75759,_:ex10247_75759,_:ex10248_75759,_:ex10249_75759
_:ex10244_75564,_:ex10247_75564,_:ex10248_75564,_:ex10249_75564
_:ex10244_75362,_:ex10247_75362,_:ex10248_75362,_:ex10249_75362
_:ex10244_75062,_:ex10247_75062,_:ex10248_75062,_:ex10249_75062
_:ex10244_74894,_:ex10247_74894,_:ex10248_74894,_:ex10249_74894
_:ex10244_79466,_:ex10247_79466,_:ex10248_79466,_:ex10249_79466
_:ex10244_79279,_:ex10247_79279,_:ex10248_79279,_:ex10249_79279
_:ex10244_79082,_:ex10247_79082,_:ex10248_79082,_:ex10249_79082
_:ex10244_78946,_:ex10247_78946,_:ex10248_78946,_:ex10249_78946
_:ex10244_78648,_:ex10247_78648,_:ex10248_78648,_:ex10249_78648
_:ex10244_78317,_:ex10247_78317,_:ex10248_78317,_:ex10249_78317
_:ex10244_78174,_:ex10247_78174,_:ex10248_78174,_:ex10249_78174
_:ex10244_74726,_:ex10247_74726,_:ex10248_74726,_:ex10249_74726
_:ex10244_74666,_:ex10247_74666,_:ex10248_74666,_:ex10249_74666
_:ex10244_74534,_:ex10247_74534,_:ex10248_74534,_:ex10249_74534
_:ex10244_74498,_:ex10247_74498,_:ex10248_74498,_:ex10249_74498
_:ex10244_74412,_:ex10247_74412,_:ex10248_74412,_:ex10249_74412
_:ex9650_47105,_:ex9653_47105,_:ex9654_47105,_:ex9655_47105
_:ex9650_46827,_:ex9653_46827,_:ex9654_46827,_:ex9655_46827
_:ex9650_46767,_:ex9653_46767,_:ex9654_46767,_:ex9655_46767
_:ex9650_33834,_:ex9653_33834,_:ex9654_33834,_:ex9655_33834
_:ex9650_45582,_:ex9653_45582,_:ex9654_45582,_:ex9655_45582
_:ex9650_30830,_:ex9653_30830,_:ex9654_30830,_:ex9655_30830
_:ex9650_45326,_:ex9653_45326,_:ex9654_45326,_:ex9655_45326
_:ex9650_45246,_:ex9653_45246,_:ex9654_45246,_:ex9655_45246
_:ex9650_51071,_:ex9653_51071,_:ex9654_51071,_:ex9655_51071
_:ex9650_50790,_:ex9653_50790,_:ex9654_50790,_:ex9655_50790
_:ex9650_50604,_:ex9653_50604,_:ex9654_50604,_:ex9655_50604
_:ex9650_49834,_:ex9653_49834,_:ex9654_49834,_:ex9655_49834
_:ex9650_49140,_:ex9653_49140,_:ex9654_49140,_:ex9655_49140
