X1,_:ex8770_38_65_27,_:ex8771_38_65_27,_:ex8772_38_65_27
_:ex1587_65_18_38_10,_:ex1589_18_65_38_10,_:ex1590_18_65_38_10,X12
_:ex7864_50_10_54_65,_:ex7865_50_10_54_65,_:ex7866_50_10_54_65,X6
_:ex6814_54_50,X3,_:ex6817_54_50,_:ex6818_54_50
_:ex3555_54_65,_:ex3556_54_65,_:ex3557_54_65,_:ex3558_54_65
_:ex5150_62_18,_:ex5153_62_18,_:ex5154_62_18,_:ex5155_62_18
_:ex5462_27_38_10_12,X4,_:ex5465_27_38_10_12,_:ex5466_27_38_10_12
_:ex5715_62_18,_:ex5718_62_18,X11,X12
X1,_:ex1090_38_54_14,_:ex1091_38_54_14,_:ex1092_38_54_14
_:ex2257_10_50_18,_:ex2259_18_10_50,_:ex2260_10_18_50,_:ex2261_10_18_50
_:ex834_50_18,_:ex835_50_18,_:ex836_50_18,X6
